gene_id	transcript_id	symbol	refseq_mane	ts_end	ts_start	chrom_ensembl	chrom_ucsc
ENSG00000228570	ENST00000429984	NUTM2E	NM_001355263.2	79850878	79826739	10	chr10
ENSG00000133661	ENST00000372292	SFTPD	NM_003019.5	79949105	79937740	10	chr10
ENSG00000133678	ENST00000372281	TMEM254	NM_025125.4	80092551	80078665	10	chr10
ENSG00000189129	ENST00000372263	PLAC9	NM_001012973.3	80145359	80132730	10	chr10
ENSG00000122359	ENST00000422982	ANXA11	NM_145868.2	80205537	80150889	10	chr10
ENSG00000151224	ENST00000372213	MAT1A	NM_000429.3	80289658	80271820	10	chr10
ENSG00000170788	ENST00000372202	DYDC1	NM_001269053.2	80356755	80336105	10	chr10
ENSG00000133665	ENST00000256039	DYDC2	NM_032372.6	80368073	80356781	10	chr10
ENSG00000122378	ENST00000606162	PRXL2A	NM_032333.5	80437115	80408551	10	chr10
ENSG00000178217	ENST00000646907	SH2D4B	NM_001388272.1	80646560	80537902	10	chr10
ENSG00000185737	ENST00000372141	NRG3	NM_001010848.4	82987178	81875194	10	chr10
ENSG00000165678	ENST00000372134	GHITM	NM_014394.3	84153568	84139509	10	chr10
ENSG00000188373	ENST00000372126	C10orf99	NM_207373.3	84185294	84173801	10	chr10
ENSG00000148600	ENST00000623527	CDHR1	NM_033100.4	84218694	84194537	10	chr10
ENSG00000204033	ENST00000372113	LRIT2	NM_001017924.5	84225544	84220571	10	chr10
ENSG00000148602	ENST00000372105	LRIT1	NM_015613.3	84241546	84231520	10	chr10
ENSG00000148604	ENST00000652092	RGR	NM_001012720.2	84259960	84245053	10	chr10
ENSG00000107771	ENST00000372088	CCSER2	NM_001284240.2	84518517	84328589	10	chr10
ENSG00000182771	ENST00000327946	GRID1	NM_017551.3	86366795	85599552	10	chr10
ENSG00000062650	ENST00000298767	WAPL	NM_015045.5	86521792	86435256	10	chr10
ENSG00000122375	ENST00000241891	OPN4	NM_033282.4	86666460	86654547	10	chr10
ENSG00000122367	ENST00000361373	LDB3	NM_007078.3	86736072	86668511	10	chr10
ENSG00000107779	ENST00000372037	BMPR1A	NM_004329.3	86927969	86756619	10	chr10
ENSG00000173269	ENST00000372027	MMRN2	NM_024756.3	86957615	86935540	10	chr10
ENSG00000173267	ENST00000372017	SNCG	NM_003087.3	86963258	86958599	10	chr10
ENSG00000148671	ENST00000372013	ADIRF	NM_006829.3	86970915	86968482	10	chr10
ENSG00000188100	ENST00000343959	FAM25A	NM_001146157.3	87024730	87020294	10	chr10
ENSG00000148672	ENST00000277865	GLUD1	NM_005271.5	87094843	87050202	10	chr10
ENSG00000122376	ENST00000298786	SHLD2	NM_001330112.2	87191465	87095206	10	chr10
ENSG00000184923	ENST00000381707	NUTM2A	NM_001099338.2	87234978	87225448	10	chr10
ENSG00000214562	ENST00000381697	NUTM2D	NM_001382304.1	87367195	87357744	10	chr10
ENSG00000107789	ENST00000371996	MINPP1	NM_004897.5	87553461	87504893	10	chr10
ENSG00000198682	ENST00000456849	PAPSS2	NM_001015880.2	87747705	87659878	10	chr10
ENSG00000138138	ENST00000680024	ATAD1	NM_001321967.2	87818226	87751512	10	chr10
ENSG00000227268	ENST00000445946	KLLN	NM_001126049.2	87863533	87859158	10	chr10
ENSG00000171862	ENST00000371953	PTEN	NM_000314.8	87971930	87863625	10	chr10
ENSG00000184719	ENST00000331772	RNLS	NM_001031709.3	88583318	88284102	10	chr10
ENSG00000182333	ENST00000238983	LIPF	NM_004190.4	88678814	88664442	10	chr10
ENSG00000204021	ENST00000404190	LIPK	NM_001080518.2	88752776	88706249	10	chr10
ENSG00000204020	ENST00000404459	LIPN	NM_001102469.2	88779626	88760020	10	chr10
ENSG00000173239	ENST00000404743	LIPM	NM_001128215.1	88820546	88802730	10	chr10
ENSG00000152766	ENST00000371930	ANKRD22	NM_144590.3	88851844	88819896	10	chr10
ENSG00000138134	ENST00000371926	STAMBPL1	NM_020799.4	88923487	88880245	10	chr10
ENSG00000107796	ENST00000224784	ACTA2	NM_001613.4	88952773	88935074	10	chr10
ENSG00000026103	ENST00000652046	FAS	NM_000043.6	89017059	88990798	10	chr10
ENSG00000138135	ENST00000371852	CH25H	NM_003956.4	89207317	89205629	10	chr10
ENSG00000107798	ENST00000336233	LIPA	NM_000235.4	89251775	89213572	10	chr10
ENSG00000119922	ENST00000371826	IFIT2	NM_001547.5	89309271	89302046	10	chr10
ENSG00000119917	ENST00000371818	IFIT3	NM_001549.6	89340968	89327997	10	chr10
ENSG00000204010	ENST00000371809	IFIT1B	NM_001010987.2	89385205	89378056	10	chr10
ENSG00000185745	ENST00000371804	IFIT1	NM_001548.5	89406487	89392623	10	chr10
ENSG00000152778	ENST00000371795	IFIT5	NM_012420.3	89420997	89414568	10	chr10
ENSG00000152779	ENST00000371790	SLC16A12	NM_213606.4	89535594	89430299	10	chr10
ENSG00000152782	ENST00000307534	PANK1	NM_148977.3	89645242	89582988	10	chr10
ENSG00000138182	ENST00000371728	KIF20B	NM_001284259.2	89774934	89701590	10	chr10
ENSG00000148680	ENST00000336152	HTR7	NM_019859.4	90858039	90740823	10	chr10
ENSG00000148688	ENST00000371703	RPP30	NM_006413.5	90902191	90871974	10	chr10
ENSG00000148677	ENST00000371697	ANKRD1	NM_014391.3	90921087	90912096	10	chr10
ENSG00000180628	ENST00000336126	PCGF5	NM_032373.5	91284337	91220663	10	chr10
ENSG00000165338	ENST00000298068	HECTD2	NM_182765.6	91514820	91410344	10	chr10
ENSG00000119938	ENST00000238994	PPP1R3C	NM_005398.7	91633071	91628442	10	chr10
ENSG00000107854	ENST00000371627	TNKS2	NM_025235.4	91865475	91798426	10	chr10
ENSG00000174721	ENST00000311575	FGFBP3	NM_152429.5	91909486	91906584	10	chr10
ENSG00000095564	ENST00000265990	BTAF1	NM_003972.3	92031437	91923770	10	chr10
ENSG00000107864	ENST00000265997	CPEB3	NM_014912.5	92291078	92046692	10	chr10
ENSG00000198060	ENST00000358935	MARCHF5	NM_017824.5	92353964	92291167	10	chr10
ENSG00000119912	ENST00000265986	IDE	NM_004969.4	92574093	92451684	10	chr10
ENSG00000138160	ENST00000260731	KIF11	NM_004523.4	92655395	92593130	10	chr10
ENSG00000152804	ENST00000282728	HHEX	NM_002729.5	92695647	92689955	10	chr10
ENSG00000138190	ENST00000260762	EXOC6	NM_019053.6	93059490	92848520	10	chr10
ENSG00000187553	ENST00000651965	CYP26C1	NM_183374.3	93069540	93060798	10	chr10
ENSG00000095596	ENST00000224356	CYP26A1	NM_000783.4	93077885	93073893	10	chr10
ENSG00000138119	ENST00000359263	MYOF	NM_013451.4	93482334	93306429	10	chr10
ENSG00000138180	ENST00000371485	CEP55	NM_018131.5	93529092	93496612	10	chr10
ENSG00000186188	ENST00000371481	FFAR4	NM_001195755.2	93590072	93566665	10	chr10
ENSG00000138207	ENST00000371464	RBP4	NM_006744.4	93601235	93591694	10	chr10
ENSG00000095464	ENST00000371447	PDE6C	NM_006204.4	93666010	93612537	10	chr10
ENSG00000148690	ENST00000359204	FRA10AC1	NM_145246.5	93702592	93667883	10	chr10
ENSG00000108231	ENST00000371418	LGI1	NM_005097.4	93798159	93757936	10	chr10
ENSG00000176273	ENST00000427197	SLC35G1	NM_001134658.3	93903824	93893978	10	chr10
ENSG00000138193	ENST00000371380	PLCE1	NM_016341.4	94332823	93993931	10	chr10
ENSG00000173145	ENST00000371361	NOC3L	NM_022451.11	94362939	94333226	10	chr10
ENSG00000108239	ENST00000225235	TBC1D12	NM_015188.2	94536332	94402541	10	chr10
ENSG00000119969	ENST00000348459	HELLS	NM_018063.5	94602099	94545788	10	chr10
ENSG00000108242	ENST00000285979	CYP2C18	NM_000772.3	94736190	94683729	10	chr10
ENSG00000165841	ENST00000371321	CYP2C19	NM_000769.4	94855547	94762681	10	chr10
ENSG00000138109	ENST00000260682	CYP2C9	NM_000771.4	94990091	94938658	10	chr10
ENSG00000138115	ENST00000371270	CYP2C8	NM_000770.3	95069497	95036772	10	chr10
ENSG00000107438	ENST00000329399	PDLIM1	NM_020992.4	95291003	95237572	10	chr10
ENSG00000095637	ENST00000371247	SORBS1	NM_001034954.3	95561371	95311773	10	chr10
ENSG00000059573	ENST00000371224	ALDH18A1	NM_002860.4	95656711	95605941	10	chr10
ENSG00000119977	ENST00000371217	TCTN3	NM_015631.6	95693927	95663401	10	chr10
ENSG00000138185	ENST00000371205	ENTPD1	NM_001776.6	95877266	95756163	10	chr10
ENSG00000188649	ENST00000646931	CC2D2B	NM_001349008.3	96033745	95907975	10	chr10
ENSG00000107443	ENST00000465148	CCNJ	NM_001134375.2	96060870	96043583	10	chr10
ENSG00000177853	ENST00000316045	ZNF518A	NM_001330736.2	96163759	96130297	10	chr10
ENSG00000095585	ENST00000224337	BLNK	NM_013314.4	96271569	96189171	10	chr10
ENSG00000107447	ENST00000371174	DNTT	NM_004088.4	96338564	96304434	10	chr10
ENSG00000197430	ENST00000371172	OPALIN	NM_033207.5	96359002	96343221	10	chr10
ENSG00000095587	ENST00000357947	TLL2	NM_012465.4	96513926	96364608	10	chr10
ENSG00000077147	ENST00000371142	TM9SF3	NM_020123.4	96587012	96518110	10	chr10
ENSG00000155629	ENST00000339364	PIK3AP1	NM_152309.3	96720514	96593315	10	chr10
ENSG00000196233	ENST00000421806	LCOR	NM_001346516.2	96995956	96832298	10	chr10
ENSG00000187122	ENST00000266058	SLIT1	NM_003061.3	97185959	96998038	10	chr10
ENSG00000213390	ENST00000358531	ARHGAP19	NM_032900.6	97292637	97222179	10	chr10
ENSG00000165879	ENST00000371021	FRAT1	NM_005479.4	97321915	97319271	10	chr10
ENSG00000181274	ENST00000371019	FRAT2	NM_012083.3	97334729	97332497	10	chr10
ENSG00000052749	ENST00000370992	RRP12	NM_015179.4	97401340	97356701	10	chr10
ENSG00000171314	ENST00000334828	PGAM1	NM_002629.4	97433444	97426191	10	chr10
ENSG00000171311	ENST00000370902	EXOSC1	NM_016046.5	97446006	97435909	10	chr10
ENSG00000171307	ENST00000393760	ZDHHC16	NM_198046.3	97457370	97446175	10	chr10
ENSG00000155229	ENST00000438925	MMS19	NM_022362.5	97498422	97458324	10	chr10
ENSG00000165886	ENST00000370664	UBTD1	NM_024954.5	97571206	97498924	10	chr10
ENSG00000165887	ENST00000370655	ANKRD2	NM_001346793.2	97583884	97572779	10	chr10
ENSG00000241935	ENST00000370646	HOGA1	NM_138413.4	97612802	97584389	10	chr10
ENSG00000203942	ENST00000370640	C10orf62	NM_001009997.3	97590934	97589721	10	chr10
ENSG00000171160	ENST00000307450	MORN4	NM_178832.4	97633500	97614555	10	chr10
ENSG00000119986	ENST00000370626	AVPI1	NM_021732.3	97687241	97677424	10	chr10
ENSG00000155254	ENST00000285605	MARVELD1	NM_031484.4	97718150	97713730	10	chr10
ENSG00000155256	ENST00000684270	ZFYVE27	NM_001385875.1	97760895	97737128	10	chr10
ENSG00000120057	ENST00000266066	SFRP5	NM_003015.3	97771999	97766751	10	chr10
ENSG00000155265	ENST00000370602	GOLGA7B	NM_001010917.3	97871578	97849843	10	chr10
ENSG00000095713	ENST00000370597	CRTAC1	NM_018058.7	98030621	97865000	10	chr10
ENSG00000166024	ENST00000298999	R3HCC1L	NM_001351015.2	98244897	98134657	10	chr10
ENSG00000138131	ENST00000260702	LOXL4	NM_032211.7	98268194	98247690	10	chr10
ENSG00000119943	ENST00000370575	PYROXD2	NM_032709.3	98415182	98383568	10	chr10
ENSG00000107521	ENST00000361490	HPS1	NM_000195.5	98446935	98416198	10	chr10
ENSG00000172987	ENST00000370552	HPSE2	NM_021828.5	99235852	98457077	10	chr10
ENSG00000119946	ENST00000356713	CNNM1	NM_020348.3	99394330	99329356	10	chr10
ENSG00000120053	ENST00000370508	GOT1	NM_002079.3	99430624	99396870	10	chr10
ENSG00000119919	ENST00000344586	NKX2-3	NM_145285.3	99536524	99532942	10	chr10
ENSG00000155287	ENST00000370495	SLC25A28	NM_031212.4	99620439	99610522	10	chr10
ENSG00000198018	ENST00000370489	ENTPD7	NM_020354.5	99711241	99659509	10	chr10
ENSG00000014919	ENST00000016171	COX15	NM_078470.6	99732127	99710868	10	chr10
ENSG00000119929	ENST00000370476	CUTC	NM_015960.3	99756134	99732234	10	chr10
ENSG00000023839	ENST00000647814	ABCC2	NM_000392.5	99852594	99782640	10	chr10
ENSG00000107554	ENST00000324109	DNMBP	NM_015221.4	100009947	99875577	10	chr10
ENSG00000120054	ENST00000370418	CPN1	NM_001308.3	100081869	100042193	10	chr10
ENSG00000107566	ENST00000421367	ERLIN1	NM_006459.4	100186029	100150094	10	chr10
ENSG00000213341	ENST00000370397	CHUK	NM_001278.5	100229596	100188300	10	chr10
ENSG00000095485	ENST00000354105	CWF19L1	NM_018294.6	100267638	100232298	10	chr10
ENSG00000196072	ENST00000370372	BLOC1S2	NM_173809.5	100286680	100273293	10	chr10
ENSG00000107593	ENST00000318222	PKD2L1	NM_016112.3	100330228	100288149	10	chr10
ENSG00000099194	ENST00000370355	SCD	NM_005063.5	100364826	100347233	10	chr10
ENSG00000075290	ENST00000343737	WNT8B	NM_003393.4	100483744	100463009	10	chr10
ENSG00000075826	ENST00000370345	SEC31B	NM_015490.4	100519861	100486647	10	chr10
ENSG00000166136	ENST00000299166	NDUFB8	NM_005004.4	100529871	100523740	10	chr10
ENSG00000166135	ENST00000299163	HIF1AN	NM_017902.3	100559998	100535943	10	chr10
ENSG00000075891	ENST00000355243	PAX2	NM_000278.5	100829944	100745582	10	chr10
ENSG00000119906	ENST00000238961	SLF2	NM_018121.4	100965134	100912963	10	chr10
ENSG00000055950	ENST00000318364	MRPL43	NM_032112.3	100987497	100986269	10	chr10
ENSG00000107815	ENST00000311916	TWNK	NM_021830.5	100994403	100987543	10	chr10
ENSG00000186862	ENST00000619208	PDZD7	NM_001195263.2	101031129	101007679	10	chr10
ENSG00000107821	ENST00000370200	KAZALD1	NM_030929.5	101067059	101061989	10	chr10
ENSG00000107807	ENST00000370196	TLX1	NM_005521.4	101137789	101131300	10	chr10
ENSG00000138136	ENST00000370193	LBX1	NM_006562.5	101229463	101226994	10	chr10
ENSG00000166167	ENST00000370187	BTRC	NM_033637.4	101557313	101354165	10	chr10
ENSG00000166169	ENST00000370162	POLL	NM_001174084.2	101588257	101578882	10	chr10
ENSG00000166171	ENST00000370151	DPCD	NM_015448.3	101609662	101588321	10	chr10
ENSG00000107829	ENST00000331272	FBXW4	NM_022039.4	101695170	101610666	10	chr10
ENSG00000107831	ENST00000320185	FGF8	NM_033163.5	101776114	101770109	10	chr10
ENSG00000198408	ENST00000361464	OGA	NM_012215.5	101818444	101784450	10	chr10
ENSG00000120049	ENST00000356640	KCNIP2	NM_173191.3	101843800	101825974	10	chr10
ENSG00000120029	ENST00000370033	ARMH3	NM_024541.3	102056173	101845599	10	chr10
ENSG00000166189	ENST00000299238	HPS6	NM_024747.6	102068036	102065349	10	chr10
ENSG00000198728	ENST00000673968	LDB1	NM_001113407.3	102120368	102106489	10	chr10
ENSG00000148840	ENST00000278070	PPRC1	NM_015062.5	102150333	102133040	10	chr10
ENSG00000166197	ENST00000605788	NOLC1	NM_004741.5	102163870	102152389	10	chr10
ENSG00000119915	ENST00000370005	ELOVL3	NM_152310.3	102229589	102226299	10	chr10
ENSG00000107859	ENST00000370002	PITX3	NM_005029.4	102241512	102230189	10	chr10
ENSG00000107862	ENST00000369983	GBF1	NM_001377137.1	102382896	102245532	10	chr10
ENSG00000077150	ENST00000661543	NFKB2	NM_001322934.2	102402524	102395705	10	chr10
ENSG00000059915	ENST00000020673	PSD	NM_002779.5	102418785	102402619	10	chr10
ENSG00000107872	ENST00000369956	FBXL15	NM_024326.4	102423136	102420836	10	chr10
ENSG00000107874	ENST00000369937	CUEDC2	NM_024040.3	102432574	102423249	10	chr10
ENSG00000120055	ENST00000625129	C10orf95	NM_001363580.1	102451543	102449837	10	chr10
ENSG00000138111	ENST00000238936	MFSD13A	NM_024789.4	102477045	102461395	10	chr10
ENSG00000138107	ENST00000369905	ACTR1A	NM_005736.4	102502712	102479229	10	chr10
ENSG00000107882	ENST00000369902	SUFU	NM_016169.4	102633535	102503972	10	chr10
ENSG00000171206	ENST00000643721	TRIM8	NM_030912.3	102658318	102644479	10	chr10
ENSG00000138175	ENST00000260746	ARL3	NM_004311.4	102714397	102673731	10	chr10
ENSG00000156398	ENST00000369893	SFXN2	NM_178858.6	102743492	102714636	10	chr10
ENSG00000166272	ENST00000448841	WBP1L	NM_001083913.2	102816262	102743948	10	chr10
ENSG00000148795	ENST00000369887	CYP17A1	NM_000102.4	102837413	102830531	10	chr10
ENSG00000166275	ENST00000339834	BORCS7	NM_001136200.2	102864961	102854259	10	chr10
ENSG00000214435	ENST00000369880	AS3MT	NM_020682.4	102901899	102869470	10	chr10
ENSG00000148842	ENST00000369878	CNNM2	NM_017649.5	103090222	102918294	10	chr10
ENSG00000076685	ENST00000404739	NT5C2	NM_001351169.2	103193272	103088038	10	chr10
ENSG00000235376	ENST00000441178	RPEL1	NM_001143909.1	103248016	103245887	10	chr10
ENSG00000148798	ENST00000369849	INA	NM_032727.4	103290346	103277138	10	chr10
ENSG00000156374	ENST00000369847	PCGF6	NM_001011663.2	103351140	103302796	10	chr10
ENSG00000148835	ENST00000369839	TAF5	NM_006951.5	103389065	103367976	10	chr10
ENSG00000173915	ENST00000369815	ATP5MK	NM_001206427.2	103396475	103389050	10	chr10
ENSG00000148843	ENST00000369797	PDCD11	NM_014976.2	103446294	103396626	10	chr10
ENSG00000138172	ENST00000260743	CALHM2	NM_015916.5	103452370	103446786	10	chr10
ENSG00000185933	ENST00000329905	CALHM1	NM_001001412.4	103458900	103453240	10	chr10
ENSG00000183128	ENST00000369783	CALHM3	NM_001129742.2	103479240	103472804	10	chr10
ENSG00000107954	ENST00000369780	NEURL1	NM_004210.5	103592546	103493705	10	chr10
ENSG00000107957	ENST00000369774	SH3PXD2A	NM_001394015.1	103855576	103594027	10	chr10
ENSG00000107960	ENST00000224950	STN1	NM_024928.5	103918184	103877569	10	chr10
ENSG00000065613	ENST00000369755	SLK	NM_014720.4	104029233	103967140	10	chr10
ENSG00000065618	ENST00000648076	COL17A1	NM_000494.4	104085880	104031286	10	chr10
ENSG00000156384	ENST00000369727	SFR1	NM_001002759.2	104126383	104122171	10	chr10
ENSG00000197748	ENST00000357060	CFAP43	NM_025145.7	104232364	104129888	10	chr10
ENSG00000148834	ENST00000369713	GSTO1	NM_004832.3	104267455	104254892	10	chr10
ENSG00000065621	ENST00000338595	GSTO2	NM_183239.2	104304950	104269184	10	chr10
ENSG00000148841	ENST00000337478	ITPRIP	NM_001272013.2	104338465	104309700	10	chr10
ENSG00000120051	ENST00000369704	CFAP58	NM_001008723.2	104455102	104353833	10	chr10
ENSG00000156395	ENST00000369701	SORCS3	NM_014978.3	105265242	104641290	10	chr10
ENSG00000108018	ENST00000263054	SORCS1	NM_052918.5	107164706	106573663	10	chr10
ENSG00000108039	ENST00000502935	XPNPEP1	NM_020383.4	109923511	109864766	10	chr10
ENSG00000148700	ENST00000356080	ADD3	NM_016824.5	110135565	110007984	10	chr10
ENSG00000119950	ENST00000332674	MXI1	NM_130439.3	110287365	110207605	10	chr10
ENSG00000119953	ENST00000369603	SMNDC1	NM_005871.4	110304920	110290730	10	chr10
ENSG00000138166	ENST00000369583	DUSP5	NM_004419.4	110511533	110497907	10	chr10
ENSG00000108055	ENST00000361804	SMC3	NM_005445.4	110606048	110567695	10	chr10
ENSG00000203867	ENST00000369519	RBM20	NM_001134363.3	110839468	110644336	10	chr10
ENSG00000150593	ENST00000280154	PDCD4	NM_014456.5	110900006	110871928	10	chr10
ENSG00000214413	ENST00000448814	BBIP1	NM_001195305.3	110919180	110898730	10	chr10
ENSG00000108061	ENST00000369452	SHOC2	NM_007373.4	111013665	110919604	10	chr10
ENSG00000150594	ENST00000280155	ADRA2A	NM_000681.4	111080907	111077029	10	chr10
ENSG00000119927	ENST00000348367	GPAM	NM_001244949.2	112183765	112149865	10	chr10
ENSG00000119913	ENST00000646139	TECTB	NM_058222.3	112305038	112283400	10	chr10
ENSG00000197142	ENST00000354655	ACSL5	NM_203379.2	112428376	112374116	10	chr10
ENSG00000023041	ENST00000369405	ZDHHC6	NM_022494.3	112446914	112430300	10	chr10
ENSG00000151532	ENST00000393077	VTI1A	NM_145206.4	112818744	112447215	10	chr10
ENSG00000148737	ENST00000627217	TCF7L2	NM_001146274.2	113167678	112950247	10	chr10
ENSG00000148702	ENST00000351270	HABP2	NM_004132.5	113589602	113553053	10	chr10
ENSG00000197893	ENST00000359988	NRAP	NM_198060.4	113664041	113588714	10	chr10
ENSG00000165806	ENST00000369318	CASP7	NM_001227.5	113730905	113679912	10	chr10
ENSG00000198924	ENST00000361384	DCLRE1A	NM_014881.5	113854082	113834725	10	chr10
ENSG00000196865	ENST00000369301	NHLRC2	NM_198514.4	113917194	113854661	10	chr10
ENSG00000043591	ENST00000369295	ADRB1	NM_000684.3	114046904	114043866	10	chr10
ENSG00000165813	ENST00000369287	CCDC186	NM_018017.4	114174203	114120862	10	chr10
ENSG00000165816	ENST00000392982	VWA2	NM_001272046.2	114294489	114239254	10	chr10
ENSG00000169129	ENST00000304129	AFAP1L2	NM_001001936.3	114404502	114294824	10	chr10
ENSG00000099204	ENST00000533213	ABLIM1	NM_002313.7	114658275	114431112	10	chr10
ENSG00000151553	ENST00000369248	FHIP2A	NM_020940.4	114864717	114821780	10	chr10
ENSG00000165832	ENST00000298746	TRUB1	NM_139169.5	114977676	114938195	10	chr10
ENSG00000107518	ENST00000355044	ATRNL1	NM_207303.4	115948999	115093365	10	chr10
ENSG00000151892	ENST00000355422	GFRA1	NM_005264.8	116273206	116056925	10	chr10
ENSG00000182645	ENST00000333254	CCDC172	NM_198515.3	116380029	116324448	10	chr10
ENSG00000203837	ENST00000369230	PNLIPRP3	NM_001011709.3	116477957	116427847	10	chr10
ENSG00000175535	ENST00000369221	PNLIP	NM_000936.4	116567855	116545931	10	chr10
ENSG00000187021	ENST00000358834	PNLIPRP1	NM_006229.4	116609175	116590959	10	chr10
ENSG00000165863	ENST00000588184	C10orf82	NM_001350931.2	116669966	116663696	10	chr10
ENSG00000165868	ENST00000369209	HSPA12A	NM_025015.3	116742566	116671192	10	chr10
ENSG00000188316	ENST00000341276	ENO4	NM_001242699.2	116882601	116849499	10	chr10
ENSG00000187164	ENST00000355371	SHTN1	NM_001127211.3	117005187	116881477	10	chr10
ENSG00000148704	ENST00000369206	VAX1	NM_001112704.2	117138270	117133290	10	chr10
ENSG00000186795	ENST00000334549	KCNK18	NM_181840.1	117210299	117197489	10	chr10
ENSG00000165646	ENST00000644641	SLC18A2	NM_003054.6	117279430	117241114	10	chr10
ENSG00000165650	ENST00000334464	PDZD8	NM_173791.5	117375440	117277274	10	chr10
ENSG00000170370	ENST00000553456	EMX2	NM_004098.4	117549546	117542746	10	chr10
ENSG00000107560	ENST00000355624	RAB11FIP2	NM_014904.3	118046941	118004916	10	chr10
ENSG00000165669	ENST00000369183	FAM204A	NM_022063.3	118342324	118297925	10	chr10
ENSG00000119973	ENST00000239032	PRLHR	NM_004248.3	118595648	118589997	10	chr10
ENSG00000151893	ENST00000369151	CACUL1	NM_153810.5	118754970	118676411	10	chr10
ENSG00000188613	ENST00000425699	NANOS1	NM_199461.4	119033730	119029714	10	chr10
ENSG00000107581	ENST00000369144	EIF3A	NM_003750.4	119080817	119033670	10	chr10
ENSG00000119979	ENST00000361432	DENND10	NM_207009.4	119137984	119104113	10	chr10
ENSG00000183605	ENST00000355697	SFXN4	NM_213649.2	119165714	119140767	10	chr10
ENSG00000165672	ENST00000298510	PRDX3	NM_006793.5	119178812	119167720	10	chr10
ENSG00000198873	ENST00000392870	GRK5	NM_005308.3	119459745	119207571	10	chr10
ENSG00000148908	ENST00000369103	RGS10	NM_001005339.2	119542719	119499817	10	chr10
ENSG00000151923	ENST00000436547	TIAL1	NM_003252.4	119596964	119573465	10	chr10
ENSG00000151929	ENST00000369085	BAG3	NM_004281.4	119677819	119651380	10	chr10
ENSG00000198825	ENST00000650623	INPP5F	NM_014937.4	119829147	119726050	10	chr10
ENSG00000197771	ENST00000369077	MCMBP	NM_001256378.2	119872843	119829440	10	chr10
ENSG00000107651	ENST00000369075	SEC23IP	NM_007190.4	119944657	119892730	10	chr10
ENSG00000203805	ENST00000398250	PLPP4	NM_001030059.3	120592065	120457227	10	chr10
ENSG00000120008	ENST00000263461	WDR11	NM_018117.12	120909524	120851362	10	chr10
ENSG00000066468	ENST00000358487	FGFR2	NM_000141.5	121598444	121478332	10	chr10
ENSG00000107669	ENST00000224652	ATE1	NM_001001976.3	121928031	121740424	10	chr10
ENSG00000107672	ENST00000369023	NSMCE4A	NM_017615.3	121975217	121957091	10	chr10
ENSG00000138162	ENST00000369005	TACC2	NM_206862.4	122254542	121989163	10	chr10
ENSG00000138152	ENST00000260723	BTBD16	NM_144587.5	122338159	122271296	10	chr10
ENSG00000107679	ENST00000368990	PLEKHA1	NM_001001974.4	122432345	122374708	10	chr10
ENSG00000254636	ENST00000528446	ARMS2	NM_001099667.3	122457352	122454653	10	chr10
ENSG00000166033	ENST00000368984	HTRA1	NM_002775.5	122514907	122461553	10	chr10
ENSG00000187908	ENST00000338354	DMBT1	NM_001377530.1	122643736	122560754	10	chr10
ENSG00000286135	ENST00000652090		NM_001364461.3	122679494	122672850	10	chr10
ENSG00000183559	ENST00000329446	C10orf120	NM_001010912.4	122699846	122697709	10	chr10
ENSG00000138161	ENST00000392790	CUZD1	NM_022034.6	122845857	122832158	10	chr10
ENSG00000213185	ENST00000368898	FAM24B	NM_152644.3	122879581	122849078	10	chr10
ENSG00000203795	ENST00000368894	FAM24A	NM_001029888.3	122913111	122910610	10	chr10
ENSG00000119965	ENST00000481909	C10orf88	NM_024942.4	122954227	122930901	10	chr10
ENSG00000179988	ENST00000406217	PSTK	NM_001363531.2	122990390	122980401	10	chr10
ENSG00000095574	ENST00000368886	IKZF5	NM_001372123.1	123008795	122990807	10	chr10
ENSG00000196177	ENST00000358776	ACADSB	NM_001609.4	123058290	123009006	10	chr10
ENSG00000188620	ENST00000357878	HMX3	NM_001105574.2	123139423	123135970	10	chr10
ENSG00000188816	ENST00000339992	HMX2	NM_005519.2	123150672	123148136	10	chr10
ENSG00000154473	ENST00000368865	BUB3	NM_004725.4	123170467	123154402	10	chr10
ENSG00000154478	ENST00000284674	GPR26	NM_153442.4	123697399	123666355	10	chr10
ENSG00000121898	ENST00000241305	CPXM2	NM_198148.3	123891807	123745639	10	chr10
ENSG00000182022	ENST00000435907	CHST15	NM_001270764.2	124093598	124007668	10	chr10
ENSG00000065154	ENST00000368845	OAT	NM_000274.4	124418923	124397303	10	chr10
ENSG00000229544	ENST00000451024	NKX1-2	NM_001146340.3	124450035	124445243	10	chr10
ENSG00000107902	ENST00000368842	LHPP	NM_022126.4	124614141	124461823	10	chr10
ENSG00000189319	ENST00000337318	FAM53B	NM_014661.4	124744378	124619292	10	chr10
ENSG00000203791	ENST00000368836	EEF1AKMT2	NM_212554.4	124791887	124757834	10	chr10
ENSG00000165660	ENST00000298492	ABRAXAS2	NM_032182.4	124836667	124801819	10	chr10
ENSG00000019995	ENST00000359653	ZRANB1	NM_017580.3	124988189	124942123	10	chr10
ENSG00000175029	ENST00000309035	CTBP2	NM_022802.3	125028071	124984317	10	chr10
ENSG00000175018	ENST00000368821	TEX36	NM_001128202.3	125683163	125655694	10	chr10
ENSG00000107938	ENST00000356792	EDRF1	NM_001202438.2	125764139	125719709	10	chr10
ENSG00000154485	ENST00000368808	MMP21	NM_147191.1	125775821	125766453	10	chr10
ENSG00000188690	ENST00000368797	UROS	NM_000375.3	125823258	125788586	10	chr10
